房屋ID,州,电网相位,方案类型,PV容量(数值),PV容量单位,面板数量,逆变器原始功率(数值),逆变器最终功率(数值),逆变器单位,逆变器说明,容配比(数值),容配比单位,电池容量(数值),电池单位,补贴(数值),补贴单位,定价A含税价,定价A最终报价,定价A_kW单价,定价B含税价,定价B最终报价,定价B_kW单价,价格差异(A-B),使用坡面数
3706,QLD,single,高端型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,9.1,kWh,3276,AUD,9476,6200,7046,9306,6030,6853,170,2
3706,QLD,single,平衡型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,6.6,kWh,2418,AUD,7071,4653,5288,7360,4942,5616,-289,2
3706,QLD,single,经济型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,4.4,kWh,1716,AUD,4991,3275,3722,5677,3961,4501,-686,2
3707,QLD,single,高端型,15.84,kW,36,8.799999999999999,9,kW,"原始推导 8.8kW，按规格向上取整，最终采用 9kW",176,%,23.8,kWh,13377,AUD,34789,21412,1352,29977,16600,1048,4811,4
3707,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,3
3707,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3708,QLD,single,高端型,11.44,kW,26,6.355555555555555,7,kW,"原始推导 6.4kW，按规格向上取整，最终采用 7kW",163,%,17.2,kWh,9672,AUD,25279,15607,1364,22475,12803,1119,2804,6
3708,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
3708,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3709,QLD,single,高端型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,9.1,kWh,3276,AUD,9476,6200,7046,9306,6030,6853,170,2
3709,QLD,single,平衡型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,6.6,kWh,2418,AUD,7071,4653,5288,7360,4942,5616,-289,2
3709,QLD,single,经济型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,4.4,kWh,1716,AUD,4991,3275,3722,5677,3961,4501,-686,2
3710,QLD,single,高端型,16.72,kW,38,9.288888888888888,10,kW,"原始推导 9.3kW，按规格向上取整，最终采用 10kW",167,%,25.1,kWh,14157,AUD,36875,22718,1359,31478,17321,1036,5398,5
3710,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,4
3710,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
3711,QLD,single,高端型,10.56,kW,24,5.866666666666667,6,kW,"原始推导 5.9kW，按规格向上取整，最终采用 6kW",176,%,15.8,kWh,8931,AUD,23192,14261,1351,20975,12044,1141,2218,5
3711,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,5
3711,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
3712,QLD,single,高端型,11.00,kW,25,6.111111111111111,7,kW,"原始推导 6.1kW，按规格向上取整，最终采用 7kW",157,%,16.5,kWh,9321,AUD,24390,15069,1370,21725,12404,1128,2665,6
3712,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,6
3712,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
3713,QLD,single,高端型,8.36,kW,19,4.644444444444444,5,kW,"原始推导 4.6kW，按规格向上取整，最终采用 5kW",167,%,12.5,kWh,7059,AUD,18438,11379,1361,17224,10165,1216,1214,5
3713,QLD,single,平衡型,8.36,kW,19,4.644444444444444,5,kW,"原始推导 4.6kW，按规格向上取整，最终采用 5kW",167,%,8.4,kWh,5694,AUD,14460,8766,1049,14005,8311,994,455,5
3713,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
3714,QLD,single,高端型,1.76,kW,4,0.9777777777777777,1,kW,"原始推导 1.0kW，按规格向上取整，最终采用 1kW",176,%,9.1,kWh,3588,AUD,9999,6411,3643,9966,6378,3624,33,3
3714,QLD,single,平衡型,1.76,kW,4,0.9777777777777777,1,kW,"原始推导 1.0kW，按规格向上取整，最终采用 1kW",176,%,6.6,kWh,2730,AUD,7594,4864,2764,8020,5290,3006,-426,3
3714,QLD,single,经济型,1.76,kW,4,0.9777777777777777,1,kW,"原始推导 1.0kW，按规格向上取整，最终采用 1kW",176,%,4.4,kWh,2028,AUD,5514,3486,1981,6337,4309,2448,-823,3
3715,QLD,single,高端型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,19.8,kWh,11154,AUD,29145,17991,1363,25476,14322,1085,3668,4
3715,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,3
3715,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3716,QLD,single,高端型,14.08,kW,32,7.822222222222222,8,kW,"原始推导 7.8kW，按规格向上取整，最终采用 8kW",176,%,21.1,kWh,11895,AUD,30923,19028,1351,26976,15081,1071,3947,6
3716,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,6
3716,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3717,QLD,single,高端型,2.64,kW,6,1.4666666666666668,2,kW,"原始推导 1.5kW，按规格向上取整，最终采用 2kW",132,%,9.1,kWh,3900,AUD,10830,6930,2625,10626,6726,2548,203,2
3717,QLD,single,平衡型,2.64,kW,6,1.4666666666666668,2,kW,"原始推导 1.5kW，按规格向上取整，最终采用 2kW",132,%,6.6,kWh,3042,AUD,8425,5383,2039,8680,5638,2136,-255,2
3717,QLD,single,经济型,2.64,kW,6,1.4666666666666668,2,kW,"原始推导 1.5kW，按规格向上取整，最终采用 2kW",132,%,4.4,kWh,2340,AUD,6344,4004,1517,6997,4657,1764,-652,2
3718,QLD,single,高端型,20.00,kW,45,11.244444444444444,10,kW,"原始推导 11.2kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,4
3718,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,3
3718,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3719,QLD,single,高端型,13.64,kW,31,7.5777777777777775,8,kW,"原始推导 7.6kW，按规格向上取整，最终采用 8kW",171,%,20.5,kWh,11544,AUD,30034,18490,1356,26226,14682,1076,3808,4
3719,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
3719,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3720,QLD,single,高端型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,9.1,kWh,4524,AUD,12183,7659,1741,11946,7422,1687,237,3
3720,QLD,single,平衡型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,6.6,kWh,3666,AUD,9778,6112,1389,10000,6334,1440,-222,3
3720,QLD,single,经济型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,4.4,kWh,2964,AUD,7698,4734,1076,8317,5353,1217,-619,3
3721,QLD,single,高端型,15.84,kW,36,8.799999999999999,9,kW,"原始推导 8.8kW，按规格向上取整，最终采用 9kW",176,%,23.8,kWh,13377,AUD,34789,21412,1352,29977,16600,1048,4811,6
3721,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,4
3721,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
3722,QLD,single,高端型,20.00,kW,45,12.955555555555556,10,kW,"原始推导 13.0kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,5
3722,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,3
3722,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3723,QLD,single,高端型,14.08,kW,32,7.822222222222222,8,kW,"原始推导 7.8kW，按规格向上取整，最终采用 8kW",176,%,21.1,kWh,11895,AUD,30923,19028,1351,26976,15081,1071,3947,5
3723,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
3723,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3724,QLD,single,高端型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,9.9,kWh,5538,AUD,14572,9034,1369,14223,8685,1316,349,5
3724,QLD,single,平衡型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,6.6,kWh,4485,AUD,11432,6947,1053,11682,7197,1090,-250,5
3724,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
3725,QLD,single,高端型,7.48,kW,17,4.155555555555556,5,kW,"原始推导 4.2kW，按规格向上取整，最终采用 5kW",150,%,11.2,kWh,6279,AUD,16659,10380,1388,15723,9444,1263,936,4
3725,QLD,single,平衡型,7.48,kW,17,4.155555555555556,5,kW,"原始推导 4.2kW，按规格向上取整，最终采用 5kW",150,%,7.5,kWh,5070,AUD,13100,8030,1074,12844,7774,1039,257,4
3725,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
3726,QLD,single,高端型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,9.1,kWh,4992,AUD,13275,8283,1448,12936,7944,1389,339,4
3726,QLD,single,平衡型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,6.6,kWh,4134,AUD,10870,6736,1178,10990,6856,1199,-120,4
3726,QLD,single,经济型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,4.6,kWh,3510,AUD,8984,5474,957,9464,5954,1041,-480,4
3727,QLD,single,高端型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,9.1,kWh,3276,AUD,9476,6200,7046,9306,6030,6853,170,2
3727,QLD,single,平衡型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,6.6,kWh,2418,AUD,7071,4653,5288,7360,4942,5616,-289,2
3727,QLD,single,经济型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,4.4,kWh,1716,AUD,4991,3275,3722,5677,3961,4501,-686,2
3728,QLD,single,高端型,8.80,kW,20,4.888888888888889,5,kW,"原始推导 4.9kW，按规格向上取整，最终采用 5kW",176,%,13.2,kWh,7449,AUD,19327,11878,1350,17974,10525,1196,1353,4
3728,QLD,single,平衡型,8.80,kW,20,4.888888888888889,5,kW,"原始推导 4.9kW，按规格向上取整，最终采用 5kW",176,%,8.8,kWh,6006,AUD,15140,9134,1038,14586,8580,975,554,4
3728,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
3729,QLD,single,高端型,1.32,kW,3,0.7333333333333334,1,kW,"原始推导 0.7kW，按规格向上取整，最终采用 1kW",132,%,9.1,kWh,3432,AUD,9738,6306,4777,9636,6204,4700,101,2
3729,QLD,single,平衡型,1.32,kW,3,0.7333333333333334,1,kW,"原始推导 0.7kW，按规格向上取整，最终采用 1kW",132,%,6.6,kWh,2574,AUD,7332,4758,3605,7690,5116,3876,-358,2
3729,QLD,single,经济型,1.32,kW,3,0.7333333333333334,1,kW,"原始推导 0.7kW，按规格向上取整，最终采用 1kW",132,%,4.4,kWh,1872,AUD,5252,3380,2561,6007,4135,3132,-754,2
3730,QLD,single,高端型,0.00,kW,0,N/A,N/A,kW,"",0,%,0.0,kWh,0,AUD,0,0,0,0,0,0,0,0
3730,QLD,single,平衡型,0.00,kW,0,N/A,N/A,kW,"",0,%,0.0,kWh,0,AUD,0,0,0,0,0,0,0,0
3730,QLD,single,经济型,0.00,kW,0,N/A,N/A,kW,"",0,%,0.0,kWh,0,AUD,0,0,0,0,0,0,0,0
3731,QLD,single,高端型,17.60,kW,40,9.777777777777779,10,kW,"原始推导 9.8kW，按规格向上取整，最终采用 10kW",176,%,26.4,kWh,14898,AUD,38654,23756,1350,32978,18080,1027,5676,6
3731,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,4
3731,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3732,QLD,single,高端型,8.36,kW,19,4.644444444444444,5,kW,"原始推导 4.6kW，按规格向上取整，最终采用 5kW",167,%,12.5,kWh,7059,AUD,18438,11379,1361,17224,10165,1216,1214,4
3732,QLD,single,平衡型,8.36,kW,19,4.644444444444444,5,kW,"原始推导 4.6kW，按规格向上取整，最终采用 5kW",167,%,8.4,kWh,5694,AUD,14460,8766,1049,14005,8311,994,455,4
3732,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3733,QLD,single,高端型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,9.1,kWh,4524,AUD,12183,7659,1741,11946,7422,1687,237,3
3733,QLD,single,平衡型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,6.6,kWh,3666,AUD,9778,6112,1389,10000,6334,1440,-222,3
3733,QLD,single,经济型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,4.4,kWh,2964,AUD,7698,4734,1076,8317,5353,1217,-619,3
3734,QLD,single,高端型,20.00,kW,45,34.955555555555556,10,kW,"原始推导 35.0kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,10
3734,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,5
3734,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
3735,QLD,single,高端型,20.00,kW,45,12.466666666666667,10,kW,"原始推导 12.5kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,4
3735,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,3
3735,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3736,QLD,single,高端型,16.28,kW,37,9.044444444444444,10,kW,"原始推导 9.0kW，按规格向上取整，最终采用 10kW",163,%,24.4,kWh,13806,AUD,35986,22180,1362,30727,16921,1039,5259,6
3736,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,5
3736,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3737,QLD,single,高端型,7.48,kW,17,4.155555555555556,5,kW,"原始推导 4.2kW，按规格向上取整，最终采用 5kW",150,%,11.2,kWh,6279,AUD,16659,10380,1388,15723,9444,1263,936,7
3737,QLD,single,平衡型,7.48,kW,17,4.155555555555556,5,kW,"原始推导 4.2kW，按规格向上取整，最终采用 5kW",150,%,7.5,kWh,5070,AUD,13100,8030,1074,12844,7774,1039,257,7
3737,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,7
3738,QLD,single,高端型,18.92,kW,43,10.511111111111111,10,kW,"原始推导 10.5kW，受单相上限 10kW 限制，最终采用 10kW",189,%,28.4,kWh,16029,AUD,41322,25293,1337,35229,19200,1015,6093,4
3738,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,3
3738,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3739,QLD,single,高端型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,9.1,kWh,4524,AUD,12183,7659,1741,11946,7422,1687,237,2
3739,QLD,single,平衡型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,6.6,kWh,3666,AUD,9778,6112,1389,10000,6334,1440,-222,2
3739,QLD,single,经济型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,4.4,kWh,2964,AUD,7698,4734,1076,8317,5353,1217,-619,2
3740,QLD,single,高端型,0.00,kW,0,N/A,N/A,kW,"",0,%,0.0,kWh,0,AUD,0,0,0,0,0,0,0,0
3740,QLD,single,平衡型,0.00,kW,0,N/A,N/A,kW,"",0,%,0.0,kWh,0,AUD,0,0,0,0,0,0,0,0
3740,QLD,single,经济型,0.00,kW,0,N/A,N/A,kW,"",0,%,0.0,kWh,0,AUD,0,0,0,0,0,0,0,0
3741,QLD,single,高端型,14.96,kW,34,8.311111111111112,9,kW,"原始推导 8.3kW，按规格向上取整，最终采用 9kW",166,%,22.4,kWh,12636,AUD,33010,20374,1362,28477,15841,1059,4533,5
3741,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
3741,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
3742,QLD,single,高端型,10.56,kW,24,5.866666666666667,6,kW,"原始推导 5.9kW，按规格向上取整，最终采用 6kW",176,%,15.8,kWh,8931,AUD,23192,14261,1351,20975,12044,1141,2218,6
3742,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,6
3742,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
3743,QLD,single,高端型,20.00,kW,45,11.977777777777776,10,kW,"原始推导 12.0kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,5
3743,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,4
3743,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3744,QLD,single,高端型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,9.1,kWh,4992,AUD,13275,8283,1448,12936,7944,1389,339,4
3744,QLD,single,平衡型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,6.6,kWh,4134,AUD,10870,6736,1178,10990,6856,1199,-120,4
3744,QLD,single,经济型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,4.6,kWh,3510,AUD,8984,5474,957,9464,5954,1041,-480,4
3745,QLD,single,高端型,16.72,kW,38,9.288888888888888,10,kW,"原始推导 9.3kW，按规格向上取整，最终采用 10kW",167,%,25.1,kWh,14157,AUD,36875,22718,1359,31478,17321,1036,5398,4
3745,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,4
3745,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3746,QLD,single,高端型,7.04,kW,16,3.911111111111111,4,kW,"原始推导 3.9kW，按规格向上取整，最终采用 4kW",176,%,10.6,kWh,5928,AUD,15462,9534,1354,14973,9045,1285,488,4
3746,QLD,single,平衡型,7.04,kW,16,3.911111111111111,4,kW,"原始推导 3.9kW，按规格向上取整，最终采用 4kW",176,%,7.0,kWh,4758,AUD,12112,7354,1045,12263,7505,1066,-150,4
3746,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
3747,QLD,single,高端型,15.84,kW,36,8.799999999999999,9,kW,"原始推导 8.8kW，按规格向上取整，最终采用 9kW",176,%,23.8,kWh,13377,AUD,34789,21412,1352,29977,16600,1048,4811,4
3747,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,4
3747,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3748,QLD,single,高端型,20.00,kW,45,35.68888888888888,10,kW,"原始推导 35.7kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,9
3748,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,4
3748,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
3749,QLD,single,高端型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,9.1,kWh,4524,AUD,12183,7659,1741,11946,7422,1687,237,5
